FitApply..Test Condition,FitApply..ID,MTVC.gs0.variable,MTVC.gs0.value
T1,NCF1_313_325,MTVC.ds50.pvalue.treatment,0.328337823
T1,NPT2A_501_513,MTVC.ds50.LogFC,-0.29968655
T1,NPT2A_501_513,MTVC.ds50.pvalue.treatment,0.019084666
T1,NTRK2_696_708,MTVC.ds50.LogFC,-0.451605772
T1,NTRK2_696_708,MTVC.ds50.pvalue.treatment,0.014970034
T1,P85A_600_612,MTVC.ds50.LogFC,-0.464697701
T1,P85A_600_612,MTVC.ds50.pvalue.treatment,0.134720779
T1,PAXI_111_123,MTVC.ds50.LogFC,-0.304505992
T1,PAXI_111_123,MTVC.ds50.pvalue.treatment,0.109527536
T1,PAXI_24_36,MTVC.ds50.LogFC,-0.401454208
T1,PAXI_24_36,MTVC.ds50.pvalue.treatment,0.086432853
T1,PDPK1_2_14,MTVC.ds50.LogFC,-0.34571992
T1,PDPK1_2_14,MTVC.ds50.pvalue.treatment,0.034136926
T1,PDPK1_369_381,MTVC.ds50.LogFC,-0.687656895
T1,PDPK1_369_381,MTVC.ds50.pvalue.treatment,0.151582931
T1,PECA1_706_718,MTVC.ds50.LogFC,-0.265445251
T1,PECA1_706_718,MTVC.ds50.pvalue.treatment,0.074543823
T1,PECA1_708_718,MTVC.ds50.LogFC,-0.252373596
T1,PECA1_708_718,MTVC.ds50.pvalue.treatment,0.053863304
T1,PGFRB_1002_1014,MTVC.ds50.LogFC,-0.92864245
T1,PGFRB_1002_1014,MTVC.ds50.pvalue.treatment,0.144183922
T1,PGFRB_1014_1028,MTVC.ds50.LogFC,-1.676262637
T1,PGFRB_1014_1028,MTVC.ds50.pvalue.treatment,0.035314741
T1,PGFRB_572_584,MTVC.ds50.LogFC,-0.106047253
T1,PGFRB_572_584,MTVC.ds50.pvalue.treatment,0.40347722
T1,PGFRB_709_721,MTVC.ds50.LogFC,-0.448469638
T1,PGFRB_709_721,MTVC.ds50.pvalue.treatment,0.10054115
T1,PGFRB_768_780,MTVC.ds50.LogFC,-0.563180664
T1,PGFRB_768_780,MTVC.ds50.pvalue.treatment,0.102586624
T1,PGFRB_771_783,MTVC.ds50.LogFC,-0.418523378
T1,PGFRB_771_783,MTVC.ds50.pvalue.treatment,0.633880194
T1,PLCG1_764_776,MTVC.ds50.LogFC,-0.33470927
T1,PLCG1_764_776,MTVC.ds50.pvalue.treatment,0.068937635
T1,PLCG2_1191_1203_C1200S,MTVC.ds50.LogFC,-0.32173681
T1,PLCG2_1191_1203_C1200S,MTVC.ds50.pvalue.treatment,0.078631557
T1,PLCG2_1211_1222_N1211K_N1212K,MTVC.ds50.LogFC,-0.534925513
T1,PLCG2_1211_1222_N1211K_N1212K,MTVC.ds50.pvalue.treatment,0.086765775
T1,PP2AB_297_309,MTVC.ds50.LogFC,-0.265858663
T1,PP2AB_297_309,MTVC.ds50.pvalue.treatment,0.126670575
T1,PRGR_786_798,MTVC.ds50.LogFC,-0.545139622
T1,PRGR_786_798,MTVC.ds50.pvalue.treatment,0.274475937
T1,PRRX2_202_214,MTVC.ds50.LogFC,-0.45789958
T1,PRRX2_202_214,MTVC.ds50.pvalue.treatment,0.049958887
T1,PTN11_539_551,MTVC.ds50.LogFC,-0.237662673
T1,PTN11_539_551,MTVC.ds50.pvalue.treatment,0.272072807
T1,PTN11_541_551,MTVC.ds50.LogFC,-0.221452339
T1,PTN11_541_551,MTVC.ds50.pvalue.treatment,0.239911036
T1,PTN11_57_67,MTVC.ds50.LogFC,-0.319693006
T1,PTN11_57_67,MTVC.ds50.pvalue.treatment,0.122027319
T1,PTN11_580_590,MTVC.ds50.LogFC,-0.356211493
T1,PTN11_580_590,MTVC.ds50.pvalue.treatment,0.193062188
T1,PTN6_531_541,MTVC.ds50.LogFC,-0.390199943
T1,PTN6_531_541,MTVC.ds50.pvalue.treatment,0.025873667
T1,PTN6_558_570,MTVC.ds50.LogFC,-0.37269594
T1,PTN6_558_570,MTVC.ds50.pvalue.treatment,0.15846282
T1,RAF1_332_344,MTVC.ds50.LogFC,-0.339537201
T1,RAF1_332_344,MTVC.ds50.pvalue.treatment,0.025026199
T1,RASA1_453_465,MTVC.ds50.LogFC,-0.40049143
T1,RASA1_453_465,MTVC.ds50.pvalue.treatment,0.019127084
T1,RB_804_816,MTVC.ds50.LogFC,-0.365047761
T1,RB_804_816,MTVC.ds50.pvalue.treatment,0.006669318
T1,RET_1022_1034,MTVC.ds50.LogFC,-0.33863463
T1,RET_1022_1034,MTVC.ds50.pvalue.treatment,0.084384759
T1,RON_1346_1358,MTVC.ds50.LogFC,-0.773094307
T1,RON_1346_1358,MTVC.ds50.pvalue.treatment,0.309812749
T1,SHC1_309_321,MTVC.ds50.LogFC,-0.136101073
T1,SHC1_309_321,MTVC.ds50.pvalue.treatment,0.332098098
T1,STAT2_684_696,MTVC.ds50.LogFC,-0.3013702
T1,STAT2_684_696,MTVC.ds50.pvalue.treatment,0.047333871
T1,TEC_512_524,MTVC.ds50.LogFC,0.3579688
T1,TEC_512_524,MTVC.ds50.pvalue.treatment,0.173541095
T1,TYRO3_679_691,MTVC.ds50.LogFC,-0.168670697
T1,TYRO3_679_691,MTVC.ds50.pvalue.treatment,0.310999314
T1,VGFR2_944_956,MTVC.ds50.LogFC,-0.027018043
T1,VGFR2_944_956,MTVC.ds50.pvalue.treatment,0.839902447
T1,VGFR2_989_1001,MTVC.ds50.LogFC,-0.407441118
T1,VGFR2_989_1001,MTVC.ds50.pvalue.treatment,0.129691799
T1,VGFR3_1061_1073,MTVC.ds50.LogFC,-0.440155144
T1,VGFR3_1061_1073,MTVC.ds50.pvalue.treatment,0.13364058
T1,VINC_815_827,MTVC.ds50.LogFC,-0.356400234
T1,VINC_815_827,MTVC.ds50.pvalue.treatment,0.011361164
T1,VISTA_260_270,MTVC.ds50.LogFC,-0.218579212
T1,VISTA_260_270,MTVC.ds50.pvalue.treatment,0.102251586
T1,YES_420_432,MTVC.ds50.LogFC,-0.027726329
T1,YES_420_432,MTVC.ds50.pvalue.treatment,0.970286496
T1,ZAP70_313_325,MTVC.ds50.LogFC,-0.240315359
T1,ZAP70_313_325,MTVC.ds50.pvalue.treatment,0.100135776
T1,ZAP70_485_497,MTVC.ds50.LogFC,-0.501309981
T1,ZAP70_485_497,MTVC.ds50.pvalue.treatment,0.024685121
T1,ZBT16_621_633,MTVC.ds50.LogFC,-0.293866387
T1,ZBT16_621_633,MTVC.ds50.pvalue.treatment,0.156309728
T2,41_654_666,MTVC.ds50.LogFC,-0.168453062
T2,41_654_666,MTVC.ds50.pvalue.treatment,0.396684998
T2,ACHD_383_395,MTVC.ds50.LogFC,-0.583580788
T2,ACHD_383_395,MTVC.ds50.pvalue.treatment,0.092793711
T2,AKT1_170_182,MTVC.ds50.LogFC,-0.186270039
T2,AKT1_170_182,MTVC.ds50.pvalue.treatment,0.216795772
T2,ANXA2_17_29,MTVC.ds50.LogFC,-0.775461137
T2,ANXA2_17_29,MTVC.ds50.pvalue.treatment,0.106377939
T2,ARAF_297_307,MTVC.ds50.LogFC,-0.242357479
T2,ARAF_297_307,MTVC.ds50.pvalue.treatment,0.237700086
T2,BTLA_252_262,MTVC.ds50.LogFC,-0.135217774
T2,BTLA_252_262,MTVC.ds50.pvalue.treatment,0.244176307
T2,CD28_203_215,MTVC.ds50.LogFC,-0.047401043
T2,CD28_203_215,MTVC.ds50.pvalue.treatment,0.663119717
T2,CD3E_182_194,MTVC.ds50.LogFC,-0.286053892
T2,CD3E_182_194,MTVC.ds50.pvalue.treatment,0.289911563
T2,CD3E_193_205,MTVC.ds50.LogFC,-0.030402679
T2,CD3E_193_205,MTVC.ds50.pvalue.treatment,0.824643644
T2,CD3Z_105_117,MTVC.ds50.LogFC,-0.719198465
T2,CD3Z_105_117,MTVC.ds50.pvalue.treatment,0.390522435
T2,CD3Z_135_147,MTVC.ds50.LogFC,-0.562594753
T2,CD3Z_135_147,MTVC.ds50.pvalue.treatment,0.323325054
T2,CD3Z_77_89,MTVC.ds50.LogFC,-0.309346211
T2,CD3Z_77_89,MTVC.ds50.pvalue.treatment,0.1051248
T2,CD70_9_21_C17S,MTVC.ds50.LogFC,0.084220116
T2,CD70_9_21_C17S,MTVC.ds50.pvalue.treatment,0.479454013
T2,CD79A_181_193,MTVC.ds50.LogFC,-0.062426209
T2,CD79A_181_193,MTVC.ds50.pvalue.treatment,0.656942119
T2,CDK1_9_21,MTVC.ds50.LogFC,-0.179792145
T2,CDK1_9_21,MTVC.ds50.pvalue.treatment,0.316749268
T2,CDK2_8_20,MTVC.ds50.LogFC,-0.207804499
T2,CDK2_8_20,MTVC.ds50.pvalue.treatment,0.277474794
T2,CDK4_11_23,MTVC.ds50.LogFC,-0.216481329
T2,CDK4_11_23,MTVC.ds50.pvalue.treatment,0.339700006
T2,CDK7_157_169,MTVC.ds50.LogFC,-0.060970245
T2,CDK7_157_169,MTVC.ds50.pvalue.treatment,0.564249619
T2,CTNB1_79_91,MTVC.ds50.LogFC,-0.000248269
T2,CTNB1_79_91,MTVC.ds50.pvalue.treatment,0.999764187
T2,DCX_67_79,MTVC.ds50.LogFC,-0.3112897
T2,DCX_67_79,MTVC.ds50.pvalue.treatment,0.001572927
T2,DDR1_506_518,MTVC.ds50.LogFC,-0.522585438
T2,DDR1_506_518,MTVC.ds50.pvalue.treatment,0.000843974
T2,DYR1A_212_224,MTVC.ds50.LogFC,-0.445598514
T2,DYR1A_212_224,MTVC.ds50.pvalue.treatment,0.446646278
T2,DYR1A_312_324,MTVC.ds50.LogFC,-0.298488292
T2,DYR1A_312_324,MTVC.ds50.pvalue.treatment,0.058165037
T2,EFS_246_258,MTVC.ds50.LogFC,-0.137269088
T2,EFS_246_258,MTVC.ds50.pvalue.treatment,0.28355014
T2,EGFR_1103_1115,MTVC.ds50.LogFC,-0.287904798
T2,EGFR_1103_1115,MTVC.ds50.pvalue.treatment,0.607893553
T2,ENOG_37_49,MTVC.ds50.LogFC,-0.086390663
T2,ENOG_37_49,MTVC.ds50.pvalue.treatment,0.54812869
T2,EPHA1_774_786,MTVC.ds50.LogFC,-0.085661024
T2,EPHA1_774_786,MTVC.ds50.pvalue.treatment,0.754855857
T2,EPHA2_765_777,MTVC.ds50.LogFC,-0.142363446
T2,EPHA2_765_777,MTVC.ds50.pvalue.treatment,0.651527755
T2,EPHA4_589_601,MTVC.ds50.LogFC,-0.542122277
T2,EPHA4_589_601,MTVC.ds50.pvalue.treatment,0.510007384
T2,EPHA7_607_619,MTVC.ds50.LogFC,0.240825016
T2,EPHA7_607_619,MTVC.ds50.pvalue.treatment,0.318459105
T2,EPHB1_771_783,MTVC.ds50.LogFC,-0.087048539
T2,EPHB1_771_783,MTVC.ds50.pvalue.treatment,0.848490864
T2,EPHB4_583_595,MTVC.ds50.LogFC,-0.556620055
T2,EPHB4_583_595,MTVC.ds50.pvalue.treatment,0.302549643
T2,EPOR_361_373,MTVC.ds50.LogFC,-0.473568855
T2,EPOR_361_373,MTVC.ds50.pvalue.treatment,1
T2,EPOR_419_431,MTVC.ds50.LogFC,-0.102622575
T2,EPOR_419_431,MTVC.ds50.pvalue.treatment,0.848613112
T2,FAK1_569_581,MTVC.ds50.LogFC,-0.218016638
T2,FAK1_569_581,MTVC.ds50.pvalue.treatment,0.166161959
T2,FAK2_572_584,MTVC.ds50.LogFC,10
T2,FAK2_572_584,MTVC.ds50.pvalue.treatment,0.949876648
T2,FER_707_719,MTVC.ds50.LogFC,10
T2,FER_707_719,MTVC.ds50.pvalue.treatment,0.516415656
T2,FES_706_718,MTVC.ds50.LogFC,-0.166599729
T2,FES_706_718,MTVC.ds50.pvalue.treatment,0.447128312
T2,FRK_380_392,MTVC.ds50.LogFC,10
T2,FRK_380_392,MTVC.ds50.pvalue.treatment,0.942415209
T2,GSK3B_210_222_C218S,MTVC.ds50.LogFC,-0.448723866
T2,GSK3B_210_222_C218S,MTVC.ds50.pvalue.treatment,0.01668039
T2,HAVR2_257_267_G257K,MTVC.ds50.LogFC,-0.184888494
T2,HAVR2_257_267_G257K,MTVC.ds50.pvalue.treatment,0.239213288
T2,IRS2_626_638,MTVC.ds50.LogFC,10
T2,IRS2_626_638,MTVC.ds50.pvalue.treatment,0.361089342
T2,JAK1_1027_1039,MTVC.ds50.LogFC,-0.302552579
T2,JAK1_1027_1039,MTVC.ds50.pvalue.treatment,0.474785734
T2,JAK2_563_577,MTVC.ds50.LogFC,-0.492350945
T2,JAK2_563_577,MTVC.ds50.pvalue.treatment,10
T2,JAK3_974_986,MTVC.ds50.LogFC,-0.428219943
T2,JAK3_974_986,MTVC.ds50.pvalue.treatment,0.096597254
T2,K2C6B_53_65,MTVC.ds50.LogFC,-0.216493948
T2,K2C6B_53_65,MTVC.ds50.pvalue.treatment,0.146189
T2,K2C8_425_437,MTVC.ds50.LogFC,0.010696694
T2,K2C8_425_437,MTVC.ds50.pvalue.treatment,0.971047289
T2,KIT_930_942_C942S,MTVC.ds50.LogFC,-0.12420104
T2,KIT_930_942_C942S,MTVC.ds50.pvalue.treatment,0.553394946
T2,LCK_387_399,MTVC.ds50.LogFC,-0.238626791
T2,LCK_387_399,MTVC.ds50.pvalue.treatment,0.662839147
T2,MAPK3_198_210_C203S,MTVC.ds50.LogFC,-0.450109701
T2,MAPK3_198_210_C203S,MTVC.ds50.pvalue.treatment,0.138417581
T2,MBP_198_210,MTVC.ds50.LogFC,-0.011484256
T2,MBP_198_210,MTVC.ds50.pvalue.treatment,0.933341338
T2,MBP_259_271,MTVC.ds50.LogFC,-0.057839606
T2,MBP_259_271,MTVC.ds50.pvalue.treatment,0.872857624
T2,MET_1227_1239,MTVC.ds50.LogFC,-0.123545342
T2,MET_1227_1239,MTVC.ds50.pvalue.treatment,0.556048311
T2,MET_1228_1240,MTVC.ds50.LogFC,-0.154988202
T2,MET_1228_1240,MTVC.ds50.pvalue.treatment,0.55362721
T2,MK01_180_192,MTVC.ds50.LogFC,-0.357098218
T2,MK01_180_192,MTVC.ds50.pvalue.treatment,0.013130833
T2,MK03_199_208,MTVC.ds50.LogFC,-0.317794894
T2,MK03_199_208,MTVC.ds50.pvalue.treatment,0.065865586
T2,MK07_212_224,MTVC.ds50.LogFC,-0.067041353
T2,MK07_212_224,MTVC.ds50.pvalue.treatment,0.825475366
T2,MK08_181_191,MTVC.ds50.LogFC,-0.159568803
T2,MK08_181_191,MTVC.ds50.pvalue.treatment,0.095649256
T2,MK10_216_228,MTVC.ds50.LogFC,-0.083492028
T2,MK10_216_228,MTVC.ds50.pvalue.treatment,0.466521333
T2,MK12_180_189_M182B,MTVC.ds50.LogFC,-0.206070829
T2,MK12_180_189_M182B,MTVC.ds50.pvalue.treatment,0.70438357
T2,MPZL1_235_246_H235K_Q236K,MTVC.ds50.LogFC,-0.292586152
T2,MPZL1_235_246_H235K_Q236K,MTVC.ds50.pvalue.treatment,0.147726901
T2,NCF1_313_325,MTVC.ds50.LogFC,0.112424593
T2,NCF1_313_325,MTVC.ds50.pvalue.treatment,0.474489403
T2,NPT2A_501_513,MTVC.ds50.LogFC,-0.161316941
T2,NPT2A_501_513,MTVC.ds50.pvalue.treatment,0.185097975
T2,NTRK2_696_708,MTVC.ds50.LogFC,-0.363885537
T2,NTRK2_696_708,MTVC.ds50.pvalue.treatment,0.044421648
T2,P85A_600_612,MTVC.ds50.LogFC,-0.172226953
T2,P85A_600_612,MTVC.ds50.pvalue.treatment,0.569890479
T2,PAXI_111_123,MTVC.ds50.LogFC,-0.144647009
T2,PAXI_111_123,MTVC.ds50.pvalue.treatment,0.435608079
T2,PAXI_24_36,MTVC.ds50.LogFC,-0.366027008
T2,PAXI_24_36,MTVC.ds50.pvalue.treatment,0.115775211
T2,PDPK1_2_14,MTVC.ds50.LogFC,-0.335815651
T2,PDPK1_2_14,MTVC.ds50.pvalue.treatment,0.039020375
T2,PDPK1_369_381,MTVC.ds50.LogFC,0.363371446
T2,PDPK1_369_381,MTVC.ds50.pvalue.treatment,0.440028908
T2,PECA1_706_718,MTVC.ds50.LogFC,-0.054271182
T2,PECA1_706_718,MTVC.ds50.pvalue.treatment,0.704537867
T2,PECA1_708_718,MTVC.ds50.LogFC,0.038880795
T2,PECA1_708_718,MTVC.ds50.pvalue.treatment,0.755579503
T2,PGFRB_1002_1014,MTVC.ds50.LogFC,-1.264698082
T2,PGFRB_1002_1014,MTVC.ds50.pvalue.treatment,0.051621177
T2,PGFRB_1014_1028,MTVC.ds50.LogFC,-1.174171427
T2,PGFRB_1014_1028,MTVC.ds50.pvalue.treatment,0.129491972
T2,PGFRB_572_584,MTVC.ds50.LogFC,0.020570424
T2,PGFRB_572_584,MTVC.ds50.pvalue.treatment,0.870164467
T2,PGFRB_709_721,MTVC.ds50.LogFC,-0.270739806
T2,PGFRB_709_721,MTVC.ds50.pvalue.treatment,0.311006864
T2,PGFRB_768_780,MTVC.ds50.LogFC,-0.412796153
T2,PGFRB_768_780,MTVC.ds50.pvalue.treatment,0.22431378
T2,PGFRB_771_783,MTVC.ds50.LogFC,-0.039065946
T2,PGFRB_771_783,MTVC.ds50.pvalue.treatment,0.964438688
T2,PLCG1_764_776,MTVC.ds50.LogFC,-0.202575794
T2,PLCG1_764_776,MTVC.ds50.pvalue.treatment,0.258363268
T2,PLCG2_1191_1203_C1200S,MTVC.ds50.LogFC,-0.08542402
T2,PLCG2_1191_1203_C1200S,MTVC.ds50.pvalue.treatment,0.628004194
T2,PLCG2_1211_1222_N1211K_N1212K,MTVC.ds50.LogFC,-0.397264901
T2,PLCG2_1211_1222_N1211K_N1212K,MTVC.ds50.pvalue.treatment,0.196012372
T2,PP2AB_297_309,MTVC.ds50.LogFC,-0.212791038
T2,PP2AB_297_309,MTVC.ds50.pvalue.treatment,0.21670196
T2,PRGR_786_798,MTVC.ds50.LogFC,-0.443184333
T2,PRGR_786_798,MTVC.ds50.pvalue.treatment,0.371869616
T2,PRRX2_202_214,MTVC.ds50.LogFC,-0.32649567
T2,PRRX2_202_214,MTVC.ds50.pvalue.treatment,0.152441681
T2,PTN11_539_551,MTVC.ds50.LogFC,-0.408095841
T2,PTN11_539_551,MTVC.ds50.pvalue.treatment,0.066689212
T2,PTN11_541_551,MTVC.ds50.LogFC,0.025527998
T2,PTN11_541_551,MTVC.ds50.pvalue.treatment,0.890349357
T2,PTN11_57_67,MTVC.ds50.LogFC,-0.24060983
T2,PTN11_57_67,MTVC.ds50.pvalue.treatment,0.238396456
T2,PTN11_580_590,MTVC.ds50.LogFC,-0.291522132
T2,PTN11_580_590,MTVC.ds50.pvalue.treatment,0.283404019
T2,PTN6_531_541,MTVC.ds50.LogFC,-0.185030875
T2,PTN6_531_541,MTVC.ds50.pvalue.treatment,0.267223015
T2,PTN6_558_570,MTVC.ds50.LogFC,-0.258953224
T2,PTN6_558_570,MTVC.ds50.pvalue.treatment,0.320879969
T2,RAF1_332_344,MTVC.ds50.LogFC,-0.113830505
T2,RAF1_332_344,MTVC.ds50.pvalue.treatment,0.42624563
T2,RASA1_453_465,MTVC.ds50.LogFC,-0.114604332
T2,RASA1_453_465,MTVC.ds50.pvalue.treatment,0.474240723
T2,RB_804_816,MTVC.ds50.LogFC,-0.253825217
T2,RB_804_816,MTVC.ds50.pvalue.treatment,0.048208506
T2,RET_1022_1034,MTVC.ds50.LogFC,-0.156668401
T2,RET_1022_1034,MTVC.ds50.pvalue.treatment,0.410734039
T2,RON_1346_1358,MTVC.ds50.LogFC,-0.992600072
T2,RON_1346_1358,MTVC.ds50.pvalue.treatment,0.195928982
T2,SHC1_309_321,MTVC.ds50.LogFC,-0.080989323
T2,SHC1_309_321,MTVC.ds50.pvalue.treatment,0.560814709
T2,STAT2_684_696,MTVC.ds50.LogFC,-0.221753999
T2,STAT2_684_696,MTVC.ds50.pvalue.treatment,0.135616323
T2,TEC_512_524,MTVC.ds50.LogFC,0.047511972
T2,TEC_512_524,MTVC.ds50.pvalue.treatment,0.853305403
T2,TYRO3_679_691,MTVC.ds50.LogFC,-0.198202018
T2,TYRO3_679_691,MTVC.ds50.pvalue.treatment,0.236122605
T2,VGFR2_944_956,MTVC.ds50.LogFC,0.202866536
T2,VGFR2_944_956,MTVC.ds50.pvalue.treatment,0.140027864
T2,VGFR2_989_1001,MTVC.ds50.LogFC,-0.328964639
T2,VGFR2_989_1001,MTVC.ds50.pvalue.treatment,0.216563331
T2,VGFR3_1061_1073,MTVC.ds50.LogFC,-0.563875926
T2,VGFR3_1061_1073,MTVC.ds50.pvalue.treatment,0.058933393
T2,VINC_815_827,MTVC.ds50.LogFC,-0.317483307
T2,VINC_815_827,MTVC.ds50.pvalue.treatment,0.022002547
T2,VISTA_260_270,MTVC.ds50.LogFC,-0.03500782
T2,VISTA_260_270,MTVC.ds50.pvalue.treatment,0.786676136
T2,YES_420_432,MTVC.ds50.LogFC,0.442652443
T2,YES_420_432,MTVC.ds50.pvalue.treatment,0.553827539
T2,ZAP70_313_325,MTVC.ds50.LogFC,-0.172154488
T2,ZAP70_313_325,MTVC.ds50.pvalue.treatment,0.231141049
T2,ZAP70_485_497,MTVC.ds50.LogFC,-0.053751758
T2,ZAP70_485_497,MTVC.ds50.pvalue.treatment,0.797174858
T2,ZBT16_621_633,MTVC.ds50.LogFC,-0.40899736
T2,ZBT16_621_633,MTVC.ds50.pvalue.treatment,0.053692055
T3,41_654_666,MTVC.ds50.LogFC,0.237350516
T3,41_654_666,MTVC.ds50.pvalue.treatment,0.23651047
T3,ACHD_383_395,MTVC.ds50.LogFC,0.001292806
T3,ACHD_383_395,MTVC.ds50.pvalue.treatment,0.99691865
T3,AKT1_170_182,MTVC.ds50.LogFC,-0.033552911
T3,AKT1_170_182,MTVC.ds50.pvalue.treatment,0.820633107
T3,ANXA2_17_29,MTVC.ds50.LogFC,0.240641064
T3,ANXA2_17_29,MTVC.ds50.pvalue.treatment,0.605541785
T3,ARAF_297_307,MTVC.ds50.LogFC,0.086985853
T3,ARAF_297_307,MTVC.ds50.pvalue.treatment,0.666887297
T3,BTLA_252_262,MTVC.ds50.LogFC,0.188144439
T3,BTLA_252_262,MTVC.ds50.pvalue.treatment,0.110567435
T3,CD28_203_215,MTVC.ds50.LogFC,0.037668938
T3,CD28_203_215,MTVC.ds50.pvalue.treatment,0.728980827
T3,CD3E_182_194,MTVC.ds50.LogFC,0.224587563
T3,CD3E_182_194,MTVC.ds50.pvalue.treatment,0.403475523
T3,CD3E_193_205,MTVC.ds50.LogFC,0.068849348
T3,CD3E_193_205,MTVC.ds50.pvalue.treatment,0.616731291
T3,CD3Z_105_117,MTVC.ds50.LogFC,0.545864801
T3,CD3Z_105_117,MTVC.ds50.pvalue.treatment,0.512910935
T3,CD3Z_135_147,MTVC.ds50.LogFC,0.574772459
T3,CD3Z_135_147,MTVC.ds50.pvalue.treatment,0.313221046
T3,CD3Z_77_89,MTVC.ds50.LogFC,0.001473948
T3,CD3Z_77_89,MTVC.ds50.pvalue.treatment,0.993627125
T3,CD70_9_21_C17S,MTVC.ds50.LogFC,0.088775085
T3,CD70_9_21_C17S,MTVC.ds50.pvalue.treatment,0.456329147
T3,CD79A_181_193,MTVC.ds50.LogFC,0.235475884
T3,CD79A_181_193,MTVC.ds50.pvalue.treatment,0.104504093
T3,CDK1_9_21,MTVC.ds50.LogFC,0.240472852
T3,CDK1_9_21,MTVC.ds50.pvalue.treatment,0.184822854
T3,CDK2_8_20,MTVC.ds50.LogFC,0.292769192
T3,CDK2_8_20,MTVC.ds50.pvalue.treatment,0.131430137
T3,CDK4_11_23,MTVC.ds50.LogFC,0.252859672
T3,CDK4_11_23,MTVC.ds50.pvalue.treatment,0.266745956
T3,CDK7_157_169,MTVC.ds50.LogFC,-0.076152614
T3,CDK7_157_169,MTVC.ds50.pvalue.treatment,0.47250167
T3,CTNB1_79_91,MTVC.ds50.LogFC,1.637502543
T3,CTNB1_79_91,MTVC.ds50.pvalue.treatment,0.062374899
T3,DCX_67_79,MTVC.ds50.LogFC,0.00223462
T3,DCX_67_79,MTVC.ds50.pvalue.treatment,0.979326544
T3,DDR1_506_518,MTVC.ds50.LogFC,-0.106750627
T3,DDR1_506_518,MTVC.ds50.pvalue.treatment,0.432437636
T3,DYR1A_212_224,MTVC.ds50.LogFC,0.008752415
T3,DYR1A_212_224,MTVC.ds50.pvalue.treatment,0.987985129
T3,DYR1A_312_324,MTVC.ds50.LogFC,0.003284513
T3,DYR1A_312_324,MTVC.ds50.pvalue.treatment,0.982577138
T3,EFS_246_258,MTVC.ds50.LogFC,0.24293877
T3,EFS_246_258,MTVC.ds50.pvalue.treatment,0.065295663
T3,EGFR_1103_1115,MTVC.ds50.LogFC,0.692241541
T3,EGFR_1103_1115,MTVC.ds50.pvalue.treatment,0.224522115
T3,ENOG_37_49,MTVC.ds50.LogFC,0.248702917
T3,ENOG_37_49,MTVC.ds50.pvalue.treatment,0.093912711
T3,EPHA1_774_786,MTVC.ds50.LogFC,0.46252858
T3,EPHA1_774_786,MTVC.ds50.pvalue.treatment,0.10287008
T3,EPHA2_765_777,MTVC.ds50.LogFC,0.643950834
T3,EPHA2_765_777,MTVC.ds50.pvalue.treatment,0.051207789
T3,EPHA4_589_601,MTVC.ds50.LogFC,-0.274914092
T3,EPHA4_589_601,MTVC.ds50.pvalue.treatment,0.737268883
T3,EPHA7_607_619,MTVC.ds50.LogFC,0.1621698
T3,EPHA7_607_619,MTVC.ds50.pvalue.treatment,0.498754982
T3,EPHB1_771_783,MTVC.ds50.LogFC,0.621002142
T3,EPHB1_771_783,MTVC.ds50.pvalue.treatment,0.182611996
T3,EPHB4_583_595,MTVC.ds50.LogFC,-0.245651229
T3,EPHB4_583_595,MTVC.ds50.pvalue.treatment,0.645518925
T3,EPOR_361_373,MTVC.ds50.LogFC,0.309878469
T3,EPOR_361_373,MTVC.ds50.pvalue.treatment,0.292330757
T3,EPOR_419_431,MTVC.ds50.LogFC,0.618822422
T3,EPOR_419_431,MTVC.ds50.pvalue.treatment,0.257297254
T3,FAK1_569_581,MTVC.ds50.LogFC,0.265065168
T3,FAK1_569_581,MTVC.ds50.pvalue.treatment,0.095944976
T3,FAK2_572_584,MTVC.ds50.LogFC,0.254716181
T3,FAK2_572_584,MTVC.ds50.pvalue.treatment,0.122038769
T3,FER_707_719,MTVC.ds50.LogFC,0.29795449
T3,FER_707_719,MTVC.ds50.pvalue.treatment,0.211612079
T3,FES_706_718,MTVC.ds50.LogFC,0.39453593
T3,FES_706_718,MTVC.ds50.pvalue.treatment,0.081198339
T3,FRK_380_392,MTVC.ds50.LogFC,0.335881573
T3,FRK_380_392,MTVC.ds50.pvalue.treatment,0.043623628
T3,GSK3B_210_222_C218S,MTVC.ds50.LogFC,0.065651835
T3,GSK3B_210_222_C218S,MTVC.ds50.pvalue.treatment,0.706354129
T3,HAVR2_257_267_G257K,MTVC.ds50.LogFC,0.283455545
T3,HAVR2_257_267_G257K,MTVC.ds50.pvalue.treatment,0.077676273
T3,IRS2_626_638,MTVC.ds50.LogFC,0.403742161
T3,IRS2_626_638,MTVC.ds50.pvalue.treatment,0.170184891
T3,JAK1_1027_1039,MTVC.ds50.LogFC,0.810174128
T3,JAK1_1027_1039,MTVC.ds50.pvalue.treatment,0.065255507
T3,JAK2_563_577,MTVC.ds50.LogFC,0.620779261
T3,JAK2_563_577,MTVC.ds50.pvalue.treatment,0.325682916
T3,JAK3_974_986,MTVC.ds50.LogFC,0.411804523
T3,JAK3_974_986,MTVC.ds50.pvalue.treatment,0.109167624
T3,K2C6B_53_65,MTVC.ds50.LogFC,0.089405721
T3,K2C6B_53_65,MTVC.ds50.pvalue.treatment,0.5394302
T3,K2C8_425_437,MTVC.ds50.LogFC,0.216293718
T3,K2C8_425_437,MTVC.ds50.pvalue.treatment,0.466035413
